date,year,month,quarter,market,channel,category,product,units_sold,revenue_usd,cogs_usd,gross_profit,gross_margin,segment,is_repeat_client,nps_score
2023-07-06,2023,7,Q3,Japan,Boutique,High Jewellery,LOVE Bracelet HJ,1,624988.2,267265.93,389794.18,62.4,Entry (<$1K),False,10
2024-05-21,2024,5,Q2,South Korea,Wholesale,Accessories,Love Bracelet Classic,1,3109.61,984.12,2125.49,68.4,Aspirational ($1K-$10K),True,7
2023-02-25,2023,2,Q1,Australia,Boutique,High Jewellery,Trinity Collection,1,493206.44,103466.43,353526.76,71.7,Premium ($10K-$50K),True,7
2023-06-02,2023,6,Q2,South Korea,Private Client,Accessories,Panthere Sunglasses,1,3600.82,1472.8,2304.75,64.0,VIP (>$50K),True,10
2024-12-10,2024,12,Q4,Australia,Boutique,Watches,Panthère Watch,2,56631.39,15761.65,36456.48,64.4,Aspirational ($1K-$10K),True,7
2023-01-12,2023,1,Q1,China,Travel Retail,Watches,Santos de Cartier,1,14808.59,3675.18,9847.1,66.5,Premium ($10K-$50K),True,8
2022-05-23,2022,5,Q2,Thailand,E-Commerce,Accessories,Love Bracelet Classic,2,4707.71,1471.75,3235.96,68.7,Premium ($10K-$50K),True,8
2023-12-25,2023,12,Q4,Hong Kong,Boutique,High Jewellery,Trinity Collection,1,1390952.4,307787.46,996984.45,71.7,VIP (>$50K),True,10
2023-06-09,2023,6,Q2,South Korea,E-Commerce,Accessories,Panthere Sunglasses,1,883.15,322.98,598.92,67.8,Entry (<$1K),False,7
2023-10-22,2023,10,Q4,China,E-Commerce,Fragrances,Baiser Volé,3,458.03,140.69,317.33,69.3,Premium ($10K-$50K),True,8
2023-02-09,2023,2,Q1,India,Wholesale,Watches,Rotonde,3,48186.96,10499.57,34012.54,70.6,VIP (>$50K),True,6
2024-05-01,2024,5,Q2,Thailand,E-Commerce,High Jewellery,LOVE Bracelet HJ,1,709002.54,241927.0,467075.54,65.9,Entry (<$1K),True,8
2022-01-19,2022,1,Q1,Australia,E-Commerce,High Jewellery,Juste un Clou Necklace,1,502675.24,106651.96,358695.09,71.4,VIP (>$50K),False,9
2024-03-11,2024,3,Q1,Singapore,Private Client,Accessories,C de Cartier Bag,2,1065.47,382.37,683.1,64.1,Aspirational ($1K-$10K),True,6
2023-11-06,2023,11,Q4,Japan,Travel Retail,Accessories,Cartier Wallet,3,2867.3,851.57,2015.72,70.3,VIP (>$50K),True,8
2022-07-16,2022,7,Q3,Japan,Wholesale,High Jewellery,Juste un Clou Necklace,1,693432.17,296625.36,432401.85,62.4,Entry (<$1K),True,9
2022-07-22,2022,7,Q3,Australia,Boutique,Fine Jewellery,Clash de Cartier,3,80822.52,27962.22,56215.76,69.6,Premium ($10K-$50K),False,10
2022-04-09,2022,4,Q2,Hong Kong,Private Client,Fragrances,Baiser Volé,3,1797.48,557.97,1239.52,69.0,Aspirational ($1K-$10K),True,6
2023-09-19,2023,9,Q3,India,Travel Retail,Watches,Ballon Bleu,3,177666.95,56216.17,121450.77,68.4,VIP (>$50K),False,8
2022-11-22,2022,11,Q4,Hong Kong,Wholesale,Fragrances,Carat,3,1525.5,510.02,1015.48,66.6,Premium ($10K-$50K),False,7
2022-06-18,2022,6,Q2,India,Wholesale,Fragrances,La Panthère,2,642.65,263.07,411.14,64.0,VIP (>$50K),True,10
2024-08-22,2024,8,Q3,Japan,Private Client,Accessories,C de Cartier Bag,2,6713.89,2435.01,4278.89,63.7,Premium ($10K-$50K),False,7
2024-01-24,2024,1,Q1,Hong Kong,Wholesale,Fine Jewellery,Clash de Cartier,2,11067.85,2757.56,7345.14,66.4,Entry (<$1K),False,9
2022-06-30,2022,6,Q2,Japan,E-Commerce,Accessories,Panthere Sunglasses,2,738.79,274.34,497.38,67.3,Premium ($10K-$50K),False,8
2023-10-28,2023,10,Q4,Japan,Boutique,Accessories,C de Cartier Bag,2,5011.36,1888.27,3123.09,62.3,Entry (<$1K),True,6
2022-08-12,2022,8,Q3,Hong Kong,E-Commerce,Watches,Santos de Cartier,3,227699.59,75634.7,152064.89,66.8,Entry (<$1K),False,10
2023-02-05,2023,2,Q1,Singapore,Travel Retail,Accessories,C de Cartier Bag,3,3634.82,993.01,2294.26,63.1,Premium ($10K-$50K),False,9
2023-07-30,2023,7,Q3,Thailand,Boutique,High Jewellery,Panthère Bracelet,1,521420.77,210648.15,336050.4,64.4,Entry (<$1K),True,10
2022-09-17,2022,9,Q3,India,Boutique,Fine Jewellery,Trinity Ring,1,40767.56,12276.11,28491.45,69.9,Entry (<$1K),True,10
2023-12-24,2023,12,Q4,South Korea,Private Client,Fine Jewellery,Trinity Ring,2,61376.42,17146.76,39428.57,64.2,Entry (<$1K),False,7
2022-04-15,2022,4,Q2,China,Boutique,Accessories,Panthere Sunglasses,3,6261.2,2366.87,3894.33,62.2,Aspirational ($1K-$10K),True,8
2024-08-05,2024,8,Q3,Singapore,Wholesale,Fine Jewellery,Cartier d'Amour,2,80751.98,27306.53,53445.45,66.2,Premium ($10K-$50K),True,7
2024-02-29,2024,2,Q1,Hong Kong,Wholesale,Watches,Ballon Bleu,3,353942.61,76271.36,250976.28,70.9,Entry (<$1K),False,8
2023-05-26,2023,5,Q2,Hong Kong,Private Client,Fragrances,Baiser Volé,3,1658.82,570.11,1088.71,65.6,VIP (>$50K),True,10
2024-05-28,2024,5,Q2,Hong Kong,Private Client,Fine Jewellery,Trinity Ring,3,80029.62,26384.8,53644.82,67.0,Entry (<$1K),True,10
2022-05-28,2022,5,Q2,Thailand,Travel Retail,Fragrances,Les Heures de Parfum,2,820.97,285.47,535.5,65.2,Entry (<$1K),True,7
2022-04-27,2022,4,Q2,India,Boutique,Accessories,Love Bracelet Classic,3,8019.0,2755.99,5263.01,65.6,Premium ($10K-$50K),False,6
2022-01-06,2022,1,Q1,India,Private Client,Fragrances,Baiser Volé,1,283.05,62.84,198.21,70.0,Aspirational ($1K-$10K),False,7
2023-01-23,2023,1,Q1,Thailand,Private Client,Fragrances,Les Heures de Parfum,3,629.46,166.26,405.0,64.3,Premium ($10K-$50K),False,7
2024-03-15,2024,3,Q1,Hong Kong,E-Commerce,Watches,Panthère Watch,3,90598.02,28366.37,62231.65,68.7,VIP (>$50K),False,9
2022-11-16,2022,11,Q4,Singapore,Private Client,High Jewellery,Panthère Bracelet,1,169171.17,51898.98,117272.19,69.3,Entry (<$1K),False,9
2023-11-07,2023,11,Q4,China,Private Client,Watches,Ballon Bleu,2,65927.52,24964.74,40962.78,62.1,VIP (>$50K),True,7
2022-03-17,2022,3,Q1,China,Travel Retail,High Jewellery,LOVE Bracelet HJ,1,263695.01,99528.39,164166.62,62.3,Aspirational ($1K-$10K),True,8
2023-07-16,2023,7,Q3,India,Travel Retail,High Jewellery,Panthère Bracelet,1,103593.51,43876.22,64982.43,62.7,VIP (>$50K),True,7
2024-09-05,2024,9,Q3,China,Travel Retail,Fine Jewellery,Cartier d'Amour,1,22889.11,6795.46,16093.65,70.3,Premium ($10K-$50K),True,10
2023-05-01,2023,5,Q2,China,Wholesale,Accessories,Cartier Wallet,2,2896.79,883.04,2013.75,69.5,VIP (>$50K),True,8
2024-01-28,2024,1,Q1,Hong Kong,Wholesale,Fragrances,Les Heures de Parfum,1,253.59,65.85,164.69,64.9,Entry (<$1K),False,9
2024-09-24,2024,9,Q3,Singapore,E-Commerce,Watches,Tank Must,1,56118.39,18948.7,37169.69,66.2,VIP (>$50K),False,9
2022-03-14,2022,3,Q1,China,Private Client,Watches,Tank Must,3,122961.08,46516.8,76444.28,62.2,Premium ($10K-$50K),True,9
2022-02-05,2022,2,Q1,South Korea,E-Commerce,Watches,Santos de Cartier,2,146414.52,37704.83,95513.01,65.2,Entry (<$1K),False,10
2022-03-18,2022,3,Q1,Thailand,Travel Retail,High Jewellery,Trinity Collection,1,781610.69,232344.99,549265.7,70.3,VIP (>$50K),False,7
2023-06-02,2023,6,Q2,Singapore,Private Client,High Jewellery,LOVE Bracelet HJ,1,409132.09,137784.05,287882.12,70.4,VIP (>$50K),False,6
2023-02-01,2023,2,Q1,Australia,E-Commerce,Fragrances,La Panthère,2,938.94,249.21,602.5,64.2,Premium ($10K-$50K),False,8
2023-04-05,2023,4,Q2,China,Travel Retail,High Jewellery,Panthère Bracelet,1,208034.75,76263.29,131771.46,63.3,Premium ($10K-$50K),True,10
2023-04-23,2023,4,Q2,India,Travel Retail,Fine Jewellery,Clash de Cartier,2,33141.02,11335.7,21805.33,65.8,Aspirational ($1K-$10K),True,10
2024-06-30,2024,6,Q2,South Korea,Private Client,Watches,Santos de Cartier,3,99468.26,39111.75,65049.91,65.4,VIP (>$50K),True,7
2024-05-13,2024,5,Q2,China,Wholesale,Fine Jewellery,Trinity Ring,3,106912.88,33400.05,73512.83,68.8,Aspirational ($1K-$10K),True,6
2024-05-03,2024,5,Q2,China,Travel Retail,Fine Jewellery,Trinity Ring,2,19003.09,5657.0,13346.09,70.2,Entry (<$1K),False,10
2024-08-11,2024,8,Q3,Singapore,Travel Retail,Accessories,Cartier Wallet,3,1229.83,430.33,799.5,65.0,Aspirational ($1K-$10K),False,9
2024-08-16,2024,8,Q3,India,Boutique,Accessories,C de Cartier Bag,3,2165.26,737.63,1427.63,65.9,Premium ($10K-$50K),True,7
2024-03-27,2024,3,Q1,China,Private Client,Watches,Rotonde,2,144462.43,50374.3,94088.13,65.1,VIP (>$50K),True,9
2023-06-11,2023,6,Q2,Japan,Travel Retail,High Jewellery,Trinity Collection,1,330807.43,108058.69,235715.78,71.3,Entry (<$1K),False,9
2024-03-25,2024,3,Q1,China,E-Commerce,High Jewellery,LOVE Bracelet HJ,1,449832.02,169560.32,280271.7,62.3,Aspirational ($1K-$10K),True,7
2024-08-12,2024,8,Q3,Australia,Boutique,Watches,Ballon Bleu,1,15607.18,5904.17,9703.01,62.2,Aspirational ($1K-$10K),False,9
2022-02-06,2022,2,Q1,Japan,Private Client,Fragrances,La Panthère,2,1394.25,346.62,926.32,66.4,Entry (<$1K),False,6
2024-08-23,2024,8,Q3,China,Private Client,Accessories,Love Bracelet Classic,1,3222.53,915.01,2307.52,71.6,Entry (<$1K),True,6
2024-08-23,2024,8,Q3,Singapore,Boutique,Fine Jewellery,Clash de Cartier,3,43585.29,13829.57,29755.72,68.3,Entry (<$1K),True,9
2022-11-07,2022,11,Q4,Singapore,Travel Retail,High Jewellery,Trinity Collection,1,326397.7,92533.35,233864.35,71.7,VIP (>$50K),False,9
2022-04-15,2022,4,Q2,Japan,Travel Retail,Fragrances,Les Heures de Parfum,2,259.22,73.83,185.39,71.5,Aspirational ($1K-$10K),True,10
2024-08-27,2024,8,Q3,South Korea,E-Commerce,Fragrances,Baiser Volé,3,390.97,116.2,274.77,70.3,Entry (<$1K),False,10
2024-08-27,2024,8,Q3,Singapore,Travel Retail,Fine Jewellery,Clash de Cartier,3,136266.63,49969.9,86296.73,63.3,Entry (<$1K),True,8
2022-12-09,2022,12,Q4,Hong Kong,E-Commerce,Accessories,Cartier Wallet,2,7058.69,1590.07,5023.4,71.2,Aspirational ($1K-$10K),False,7
2024-06-21,2024,6,Q2,Singapore,Boutique,Fine Jewellery,Cartier d'Amour,1,47217.7,17484.43,31831.41,67.4,Premium ($10K-$50K),True,9
2024-03-20,2024,3,Q1,India,Travel Retail,Fragrances,La Panthère,1,373.95,136.02,237.92,63.6,Aspirational ($1K-$10K),False,6
2024-07-26,2024,7,Q3,Singapore,Private Client,High Jewellery,Juste un Clou Necklace,1,495561.48,179696.53,337428.53,68.1,VIP (>$50K),False,10
2022-03-13,2022,3,Q1,China,E-Commerce,Fine Jewellery,Trinity Ring,3,31653.37,9988.17,21665.2,68.4,Aspirational ($1K-$10K),False,6
2024-06-13,2024,6,Q2,Australia,E-Commerce,Fine Jewellery,Cactus de Cartier,2,57227.68,22999.27,36988.32,64.6,VIP (>$50K),False,6
2022-07-05,2022,7,Q3,China,Private Client,Fine Jewellery,Cartier d'Amour,3,123701.86,45323.95,83816.78,67.8,Aspirational ($1K-$10K),True,7
2022-06-06,2022,6,Q2,Australia,Wholesale,Fragrances,Carat,1,145.64,59.89,92.93,63.8,Entry (<$1K),True,7
2023-07-18,2023,7,Q3,China,Boutique,Watches,Tank Must,1,56913.77,20347.74,39007.76,68.5,Entry (<$1K),True,7
2022-01-18,2022,1,Q1,Hong Kong,Wholesale,Fine Jewellery,Clash de Cartier,2,123142.01,33945.13,77316.09,62.8,VIP (>$50K),True,7
2022-05-12,2022,5,Q2,Singapore,Travel Retail,Fine Jewellery,Cactus de Cartier,2,47688.41,14184.94,33503.47,70.3,Premium ($10K-$50K),True,6
2024-09-13,2024,9,Q3,Singapore,Travel Retail,Watches,Santos de Cartier,1,27164.16,8961.56,18202.61,67.0,VIP (>$50K),True,8
2022-10-23,2022,10,Q4,South Korea,Travel Retail,Accessories,Love Bracelet Classic,3,7741.02,2646.39,5094.63,65.8,Entry (<$1K),True,8
2023-08-24,2023,8,Q3,Singapore,Wholesale,Fragrances,Les Heures de Parfum,1,548.97,166.64,382.32,69.6,VIP (>$50K),False,10
2022-10-06,2022,10,Q4,Australia,Travel Retail,High Jewellery,Juste un Clou Necklace,1,790923.42,276457.75,514465.67,65.0,Aspirational ($1K-$10K),True,6
2023-03-04,2023,3,Q1,Singapore,Travel Retail,Watches,Rotonde,2,113455.1,41314.55,72140.55,63.6,Aspirational ($1K-$10K),True,9
2023-05-12,2023,5,Q2,Thailand,Wholesale,Accessories,C de Cartier Bag,2,5365.26,1722.03,3643.23,67.9,Entry (<$1K),False,7
2023-05-07,2023,5,Q2,China,Travel Retail,High Jewellery,LOVE Bracelet HJ,1,340616.1,96403.08,244213.03,71.7,Aspirational ($1K-$10K),True,6
2024-02-15,2024,2,Q1,China,E-Commerce,Watches,Panthère Watch,1,82270.57,17385.64,58799.95,71.5,Entry (<$1K),True,7
2024-10-04,2024,10,Q4,Japan,Private Client,Accessories,Panthere Sunglasses,2,2662.12,856.77,1805.35,67.8,VIP (>$50K),True,6
2022-09-24,2022,9,Q3,Japan,E-Commerce,Fragrances,La Panthère,3,1042.36,386.1,656.26,63.0,VIP (>$50K),True,9
2022-06-08,2022,6,Q2,Hong Kong,Wholesale,Fine Jewellery,Cactus de Cartier,2,49373.8,18139.31,33411.21,67.7,Aspirational ($1K-$10K),False,6
2022-12-05,2022,12,Q4,South Korea,Wholesale,Watches,Santos de Cartier,3,378418.53,103618.47,245786.89,65.0,Entry (<$1K),False,6
2023-10-10,2023,10,Q4,Singapore,Travel Retail,Fragrances,Les Heures de Parfum,1,216.27,82.04,134.23,62.1,Aspirational ($1K-$10K),False,6
2023-11-04,2023,11,Q4,South Korea,Boutique,Watches,Santos de Cartier,1,70768.79,25579.32,45189.47,63.9,Entry (<$1K),False,7
2023-03-06,2023,3,Q1,South Korea,Boutique,Watches,Panthère Watch,2,181412.36,53095.33,128317.02,70.7,Entry (<$1K),True,9
2024-03-08,2024,3,Q1,South Korea,Travel Retail,Fragrances,Les Heures de Parfum,2,383.12,135.58,247.54,64.6,VIP (>$50K),True,7
2022-01-13,2022,1,Q1,India,Travel Retail,Fragrances,Baiser Volé,1,490.58,136.51,306.29,62.4,VIP (>$50K),False,10
2023-04-12,2023,4,Q2,Australia,Wholesale,Fine Jewellery,Cactus de Cartier,2,41936.54,12469.76,29466.78,70.3,Premium ($10K-$50K),True,9
2024-10-20,2024,10,Q4,China,Boutique,Fine Jewellery,Cactus de Cartier,3,36589.19,12381.82,24207.37,66.2,Premium ($10K-$50K),False,7
2024-08-04,2024,8,Q3,Australia,E-Commerce,Watches,Rotonde,2,69592.05,25907.6,43684.45,62.8,VIP (>$50K),False,7
2023-06-06,2023,6,Q2,China,E-Commerce,Fine Jewellery,Cactus de Cartier,3,53313.71,20620.48,35167.69,66.0,Premium ($10K-$50K),True,9
2024-07-27,2024,7,Q3,China,Wholesale,High Jewellery,Trinity Collection,1,427510.81,162135.27,284831.77,66.6,VIP (>$50K),False,10
2024-05-12,2024,5,Q2,Singapore,Travel Retail,Accessories,Panthere Sunglasses,2,5137.58,1633.81,3503.77,68.2,VIP (>$50K),False,8
2024-11-20,2024,11,Q4,Singapore,Travel Retail,Accessories,Panthere Sunglasses,3,3730.15,1360.81,2369.34,63.5,Premium ($10K-$50K),False,10
2023-11-08,2023,11,Q4,Hong Kong,Private Client,Accessories,Love Bracelet Classic,2,1118.11,412.71,705.4,63.1,Premium ($10K-$50K),True,8
2023-10-03,2023,10,Q4,Singapore,E-Commerce,Accessories,Cartier Wallet,3,1559.88,523.36,1036.52,66.4,Aspirational ($1K-$10K),False,6
2022-09-21,2022,9,Q3,China,E-Commerce,Watches,Rotonde,1,54985.11,19362.13,35622.98,64.8,Entry (<$1K),False,9
2022-10-22,2022,10,Q4,Australia,E-Commerce,Fine Jewellery,Trinity Ring,3,66350.38,23720.66,42629.72,64.2,VIP (>$50K),False,6
2022-08-28,2022,8,Q3,Hong Kong,E-Commerce,Watches,Panthère Watch,2,70899.44,22714.05,48185.38,68.0,VIP (>$50K),False,9
2024-10-02,2024,10,Q4,South Korea,Private Client,Accessories,C de Cartier Bag,2,8625.89,2939.84,5686.05,65.9,Aspirational ($1K-$10K),True,10
2023-08-29,2023,8,Q3,Hong Kong,Travel Retail,Fine Jewellery,Cactus de Cartier,2,66174.79,18697.14,47477.64,71.7,Aspirational ($1K-$10K),False,7
2024-03-03,2024,3,Q1,South Korea,Private Client,High Jewellery,LOVE Bracelet HJ,1,154358.13,56731.73,97626.4,63.2,Aspirational ($1K-$10K),True,10
2023-04-05,2023,4,Q2,Hong Kong,E-Commerce,Fine Jewellery,Clash de Cartier,2,85114.35,25052.66,60061.69,70.6,VIP (>$50K),True,10
2024-10-22,2024,10,Q4,South Korea,Boutique,Accessories,Cartier Wallet,3,1966.98,690.36,1276.62,64.9,VIP (>$50K),False,8
2024-10-03,2024,10,Q4,Singapore,Wholesale,Fine Jewellery,Clash de Cartier,3,12596.19,3697.62,8898.57,70.6,Entry (<$1K),True,8
2024-08-06,2024,8,Q3,Australia,Boutique,Fragrances,Baiser Volé,3,599.18,189.48,409.69,68.4,Premium ($10K-$50K),False,6
2022-12-12,2022,12,Q4,Singapore,Wholesale,High Jewellery,Panthère Bracelet,1,869450.71,219842.51,588052.29,67.6,Aspirational ($1K-$10K),True,6
2023-05-29,2023,5,Q2,Japan,E-Commerce,High Jewellery,Trinity Collection,1,391853.54,116175.4,275678.14,70.4,Entry (<$1K),True,10
2022-05-06,2022,5,Q2,China,Wholesale,Accessories,Cartier Wallet,3,2326.18,706.38,1619.8,69.6,Premium ($10K-$50K),False,9
2022-01-17,2022,1,Q1,Japan,Private Client,Fragrances,La Panthère,1,721.84,192.49,461.98,64.0,Premium ($10K-$50K),False,10
2024-01-22,2024,1,Q1,India,Boutique,Watches,Tank Must,2,131206.67,33937.86,85390.55,65.1,Entry (<$1K),False,9
2022-06-28,2022,6,Q2,South Korea,Travel Retail,Watches,Ballon Bleu,1,63045.42,21139.83,44442.37,70.5,Premium ($10K-$50K),True,7
2024-10-26,2024,10,Q4,Japan,E-Commerce,High Jewellery,Trinity Collection,1,326657.23,109772.62,216884.61,66.4,Premium ($10K-$50K),True,10
2022-04-14,2022,4,Q2,Japan,Private Client,Accessories,Love Bracelet Classic,1,1358.4,396.25,962.15,70.8,VIP (>$50K),True,10
2022-03-15,2022,3,Q1,South Korea,Boutique,Watches,Tank Must,3,113282.08,40970.06,72312.02,63.8,Premium ($10K-$50K),False,7
2023-04-24,2023,4,Q2,Thailand,Travel Retail,Accessories,C de Cartier Bag,3,10678.1,3929.54,6748.56,63.2,VIP (>$50K),True,6
2022-01-24,2022,1,Q1,Australia,Private Client,Fragrances,La Panthère,2,990.95,226.86,684.69,69.1,Aspirational ($1K-$10K),True,6
2022-08-18,2022,8,Q3,Australia,E-Commerce,Watches,Santos de Cartier,2,144357.89,54172.97,90184.91,62.5,Aspirational ($1K-$10K),True,9
2022-02-26,2022,2,Q1,India,Boutique,Fine Jewellery,Trinity Ring,3,119836.02,29257.13,80338.89,67.0,Aspirational ($1K-$10K),True,7
2024-01-04,2024,1,Q1,India,E-Commerce,Watches,Santos de Cartier,1,89469.76,19336.55,63365.42,70.8,VIP (>$50K),True,9
2024-10-28,2024,10,Q4,Japan,Boutique,High Jewellery,Juste un Clou Necklace,1,751278.92,243376.24,507902.69,67.6,VIP (>$50K),True,10
2024-02-16,2024,2,Q1,Australia,Boutique,Accessories,Love Bracelet Classic,2,7238.13,1819.62,4781.65,66.1,Aspirational ($1K-$10K),False,10
2024-03-23,2024,3,Q1,Thailand,Private Client,Watches,Tank Must,3,217649.02,70979.97,146669.05,67.4,VIP (>$50K),True,8
2024-12-06,2024,12,Q4,China,Boutique,Fragrances,Carat,3,1708.84,380.29,1222.07,71.5,Entry (<$1K),False,7
2023-03-19,2023,3,Q1,Singapore,E-Commerce,High Jewellery,LOVE Bracelet HJ,1,376926.02,124043.34,252882.68,67.1,Aspirational ($1K-$10K),True,10
2024-12-13,2024,12,Q4,Australia,Private Client,Watches,Tank Must,1,54182.37,15411.2,34456.03,63.6,Entry (<$1K),False,10
2023-10-28,2023,10,Q4,South Korea,Wholesale,Fragrances,Les Heures de Parfum,1,418.87,126.15,292.72,69.9,VIP (>$50K),True,9
2022-02-19,2022,2,Q1,Australia,Wholesale,Fragrances,Baiser Volé,2,991.59,245.52,660.14,66.6,Premium ($10K-$50K),True,9
2023-02-05,2023,2,Q1,Thailand,Private Client,Watches,Tank Must,1,101627.53,23021.25,70548.84,69.4,Premium ($10K-$50K),False,9
2024-01-16,2024,1,Q1,Singapore,Travel Retail,Accessories,Cartier Wallet,3,9999.86,2270.89,6934.15,69.3,Entry (<$1K),False,6
2022-09-24,2022,9,Q3,China,Travel Retail,Watches,Santos de Cartier,1,45750.65,15441.25,30309.41,66.2,Entry (<$1K),False,6
2023-06-17,2023,6,Q2,Hong Kong,Private Client,Fine Jewellery,Cartier d'Amour,2,46065.99,15982.08,32001.76,69.5,VIP (>$50K),False,7
2022-08-19,2022,8,Q3,Singapore,E-Commerce,Accessories,C de Cartier Bag,1,689.59,200.12,489.47,71.0,Entry (<$1K),True,7
2024-02-08,2024,2,Q1,Japan,Boutique,Fragrances,Baiser Volé,2,815.34,189.74,559.18,68.6,Aspirational ($1K-$10K),False,8
2023-06-13,2023,6,Q2,South Korea,Travel Retail,Fragrances,Baiser Volé,1,268.39,100.64,179.83,67.0,VIP (>$50K),True,6
2023-02-11,2023,2,Q1,Singapore,Wholesale,Fine Jewellery,Cactus de Cartier,2,154102.83,39662.27,100558.76,65.3,Entry (<$1K),False,7
2022-01-15,2022,1,Q1,Japan,Boutique,Fragrances,Carat,2,936.3,247.98,601.53,64.2,Premium ($10K-$50K),True,9
2024-08-23,2024,8,Q3,Singapore,E-Commerce,High Jewellery,LOVE Bracelet HJ,1,814805.58,259970.15,554835.44,68.1,Premium ($10K-$50K),True,6
2023-10-28,2023,10,Q4,India,Boutique,Fragrances,Baiser Volé,3,600.54,202.6,397.94,66.3,Entry (<$1K),True,8
2022-03-09,2022,3,Q1,Japan,Boutique,Watches,Panthère Watch,1,79932.09,24303.74,55628.35,69.6,Aspirational ($1K-$10K),True,7
2024-08-28,2024,8,Q3,India,Boutique,High Jewellery,LOVE Bracelet HJ,1,161450.48,54415.47,107035.01,66.3,Aspirational ($1K-$10K),True,6
2023-09-17,2023,9,Q3,South Korea,Private Client,Fine Jewellery,Cactus de Cartier,2,32489.15,10968.59,21520.56,66.2,Aspirational ($1K-$10K),False,6
2024-09-01,2024,9,Q3,Hong Kong,Travel Retail,Watches,Panthère Watch,1,39160.49,11404.5,27756.0,70.9,VIP (>$50K),True,9
2023-02-24,2023,2,Q1,Singapore,Wholesale,Accessories,Cartier Wallet,1,3879.4,871.93,2702.3,69.7,VIP (>$50K),True,7
2023-04-12,2023,4,Q2,South Korea,Travel Retail,Fine Jewellery,Trinity Ring,3,114684.4,41885.52,72798.88,63.5,VIP (>$50K),False,6
2024-08-10,2024,8,Q3,Japan,E-Commerce,Fragrances,Les Heures de Parfum,2,724.61,271.88,452.73,62.5,Premium ($10K-$50K),False,8
2023-09-10,2023,9,Q3,Singapore,Boutique,Fine Jewellery,Clash de Cartier,1,36911.88,11492.07,25419.81,68.9,Aspirational ($1K-$10K),True,10
2023-02-18,2023,2,Q1,Australia,Travel Retail,Watches,Rotonde,2,193793.27,49646.03,126771.13,65.4,VIP (>$50K),True,6
2022-10-11,2022,10,Q4,Thailand,Wholesale,Accessories,Cartier Wallet,2,4806.33,1391.84,3414.48,71.0,VIP (>$50K),False,10
2022-09-24,2022,9,Q3,Japan,Private Client,Accessories,C de Cartier Bag,3,8066.31,2482.48,5583.82,69.2,VIP (>$50K),True,10
2022-09-05,2022,9,Q3,Japan,Travel Retail,High Jewellery,Trinity Collection,1,302684.02,92457.21,210226.81,69.5,VIP (>$50K),True,10
2024-10-30,2024,10,Q4,Australia,Boutique,Fragrances,Carat,3,702.47,250.6,451.87,64.3,Entry (<$1K),False,10
2023-11-21,2023,11,Q4,South Korea,E-Commerce,Accessories,Love Bracelet Classic,3,11611.31,3826.6,7784.71,67.0,VIP (>$50K),False,10
2022-09-05,2022,9,Q3,South Korea,Wholesale,Watches,Tank Must,1,31762.11,11278.61,20483.5,64.5,VIP (>$50K),True,7
2022-12-06,2022,12,Q4,Thailand,Travel Retail,Fragrances,La Panthère,2,835.63,230.32,540.82,64.7,Premium ($10K-$50K),True,8
2023-02-21,2023,2,Q1,Australia,Private Client,Fine Jewellery,Trinity Ring,3,15018.0,3704.0,10017.6,66.7,VIP (>$50K),True,6
2022-01-29,2022,1,Q1,Australia,Travel Retail,High Jewellery,Trinity Collection,1,575561.13,140156.3,386350.12,67.1,VIP (>$50K),True,10
2024-05-03,2024,5,Q2,Thailand,Private Client,Watches,Tank Must,3,22030.52,6245.92,15784.6,71.6,Premium ($10K-$50K),False,8
2022-11-13,2022,11,Q4,Thailand,Travel Retail,Fine Jewellery,Trinity Ring,1,39714.83,13565.36,26149.47,65.8,Aspirational ($1K-$10K),False,9
2023-08-10,2023,8,Q3,Singapore,Wholesale,Accessories,Cartier Wallet,2,4037.24,1275.95,2761.29,68.4,Aspirational ($1K-$10K),False,10
2024-11-10,2024,11,Q4,South Korea,Private Client,High Jewellery,LOVE Bracelet HJ,1,898020.92,294248.14,603772.78,67.2,Aspirational ($1K-$10K),False,6
2023-02-01,2023,2,Q1,Singapore,Wholesale,Watches,Tank Must,1,14767.21,3497.31,10045.83,68.0,Premium ($10K-$50K),False,7
2024-03-07,2024,3,Q1,Singapore,Wholesale,Watches,Ballon Bleu,1,89407.93,30504.09,58903.84,65.9,VIP (>$50K),True,9
2023-06-13,2023,6,Q2,China,Travel Retail,Watches,Ballon Bleu,1,11645.79,4562.1,7631.14,65.5,Aspirational ($1K-$10K),True,9
2024-01-24,2024,1,Q1,Japan,E-Commerce,Fine Jewellery,Clash de Cartier,3,100740.27,28232.98,62625.75,62.2,VIP (>$50K),True,8
2023-03-06,2023,3,Q1,Thailand,Travel Retail,Fragrances,Baiser Volé,1,174.38,52.61,121.77,69.8,Aspirational ($1K-$10K),False,10
2023-12-28,2023,12,Q4,Thailand,E-Commerce,Fragrances,Baiser Volé,1,370.71,95.49,248.47,67.0,Premium ($10K-$50K),False,10
2023-03-02,2023,3,Q1,Japan,Boutique,Watches,Tank Must,3,217419.66,76074.29,141345.37,65.0,VIP (>$50K),False,10
2023-10-02,2023,10,Q4,South Korea,E-Commerce,Fine Jewellery,Cartier d'Amour,2,22447.46,6728.66,15718.8,70.0,Premium ($10K-$50K),True,7
2022-09-11,2022,9,Q3,Australia,Private Client,Fine Jewellery,Cactus de Cartier,1,19454.13,5695.94,13758.19,70.7,Entry (<$1K),True,6
