date,month_year,category,product,market,forecast_demand,actual_demand,stock_available,stock_cover_weeks,reorder_point,lead_time_days,stockout_risk,overstock_risk,unit_cost_usd
2023-07-01,Jul 2023,Accessories,Cartier Wallet,Japan,63,72,47,2.6,22,84,Medium,Low,9601.3
2023-07-31,Jul 2023,Accessories,Cartier Wallet,Japan,256,219,265,4.8,90,100,Low,Low,10403.06
2023-08-30,Aug 2023,Accessories,Cartier Wallet,Japan,154,157,196,5.0,46,78,Low,Medium,14915.37
2023-09-29,Sep 2023,Accessories,Cartier Wallet,Japan,145,119,139,4.7,43,83,Low,Low,12784.18
2023-10-29,Oct 2023,Accessories,Cartier Wallet,Japan,264,319,305,3.8,79,75,Low,Low,26846.86
2023-11-28,Nov 2023,Accessories,Cartier Wallet,Japan,329,401,409,4.1,98,85,Low,Medium,25164.32
2023-12-28,Dec 2023,Accessories,Cartier Wallet,Japan,132,146,157,4.3,30,119,Low,Low,2441.15
2024-01-27,Jan 2024,Accessories,Cartier Wallet,Japan,401,493,348,2.8,86,92,Low,Low,9246.39
2024-02-26,Feb 2024,Accessories,Cartier Wallet,Japan,81,75,81,4.3,17,62,Low,Low,5511.96
2024-03-27,Mar 2024,Accessories,Cartier Wallet,Japan,242,227,220,3.9,72,74,Low,Low,24146.72
2024-04-26,Apr 2024,Accessories,Cartier Wallet,Japan,213,182,228,5.0,63,62,Low,Low,16188.81
2024-05-26,May 2024,Accessories,Cartier Wallet,Japan,337,358,291,3.3,101,16,Low,Low,14007.33
2024-06-25,Jun 2024,Accessories,Cartier Wallet,Japan,262,265,252,3.8,92,119,Low,Low,11615.44
2024-07-25,Jul 2024,Accessories,Cartier Wallet,Japan,133,143,160,4.5,47,58,Low,Medium,10663.78
2024-08-24,Aug 2024,Accessories,Cartier Wallet,Japan,138,144,160,4.4,41,73,Low,Low,27791.91
2024-09-23,Sep 2024,Accessories,Cartier Wallet,Japan,65,65,68,4.2,19,21,Low,Low,28682.76
2024-10-23,Oct 2024,Accessories,Cartier Wallet,Japan,98,116,102,3.5,29,40,Low,Low,19437.63
2024-11-22,Nov 2024,Accessories,Cartier Wallet,Japan,104,107,131,4.9,31,73,Low,Medium,29367.64
2023-07-01,Jul 2023,Accessories,Cartier Wallet,South Korea,43,44,48,4.4,15,80,Low,Low,8188.73
2023-07-31,Jul 2023,Accessories,Cartier Wallet,South Korea,83,93,78,3.4,29,69,Low,Low,28192.9
2023-08-30,Aug 2023,Accessories,Cartier Wallet,South Korea,190,235,149,2.5,57,116,Medium,Low,16064.96
2023-09-29,Sep 2023,Accessories,Cartier Wallet,South Korea,239,198,318,6.4,71,24,Low,Medium,18184.4
2023-10-29,Oct 2023,Accessories,Cartier Wallet,South Korea,329,329,286,3.5,98,15,Low,Low,14231.96
2023-11-28,Nov 2023,Accessories,Cartier Wallet,South Korea,239,249,233,3.7,71,63,Low,Low,25378.84
2023-12-28,Dec 2023,Accessories,Cartier Wallet,South Korea,416,364,426,4.7,96,90,Low,Low,8825.76
2024-01-27,Jan 2024,Accessories,Cartier Wallet,South Korea,288,354,370,4.2,61,84,Low,Medium,16002.11
2024-02-26,Feb 2024,Accessories,Cartier Wallet,South Korea,348,353,322,3.6,74,26,Low,Low,9613.99
2024-03-27,Mar 2024,Accessories,Cartier Wallet,South Korea,225,265,200,3.0,67,40,Low,Low,16658.74
2024-04-26,Apr 2024,Accessories,Cartier Wallet,South Korea,245,215,190,3.5,73,44,Medium,Low,14390.41
2024-05-26,May 2024,Accessories,Cartier Wallet,South Korea,291,329,320,3.9,87,46,Low,Low,4894.42
2024-06-25,Jun 2024,Accessories,Cartier Wallet,South Korea,119,121,112,3.7,42,32,Low,Low,28236.57
2024-07-25,Jul 2024,Accessories,Cartier Wallet,South Korea,119,128,101,3.2,42,16,Low,Low,28756.02
2024-08-24,Aug 2024,Accessories,Cartier Wallet,South Korea,323,342,267,3.1,96,98,Low,Low,5924.76
2024-09-23,Sep 2024,Accessories,Cartier Wallet,South Korea,145,148,183,4.9,43,43,Low,Medium,19356.83
2024-10-23,Oct 2024,Accessories,Cartier Wallet,South Korea,173,195,158,3.2,51,107,Low,Low,12977.82
2024-11-22,Nov 2024,Accessories,Cartier Wallet,South Korea,290,342,246,2.9,87,38,Low,Low,23779.37
2023-07-01,Jul 2023,Accessories,Cartier Wallet,Australia,45,37,53,5.7,16,90,Low,Low,6772.23
2023-07-31,Jul 2023,Accessories,Cartier Wallet,Australia,209,251,166,2.6,73,25,Medium,Low,9819.35
2023-08-30,Aug 2023,Accessories,Cartier Wallet,Australia,219,273,294,4.3,65,117,Low,Medium,1920.29
2023-09-29,Sep 2023,Accessories,Cartier Wallet,Australia,275,228,353,6.2,82,83,Low,Medium,28368.71
2023-10-29,Oct 2023,Accessories,Cartier Wallet,Australia,341,310,300,3.9,102,61,Low,Low,8812.37
2023-11-28,Nov 2023,Accessories,Cartier Wallet,Australia,83,91,87,3.8,24,63,Low,Low,6564.23
2023-12-28,Dec 2023,Accessories,Cartier Wallet,Australia,157,154,179,4.6,36,57,Low,Low,13982.42
2024-01-27,Jan 2024,Accessories,Cartier Wallet,Australia,163,180,208,4.6,35,66,Low,Medium,7729.41
2024-02-26,Feb 2024,Accessories,Cartier Wallet,Australia,155,143,123,3.4,33,16,Medium,Low,12251.66
2024-03-27,Mar 2024,Accessories,Cartier Wallet,Australia,75,85,73,3.4,22,50,Low,Low,10665.98
2024-04-26,Apr 2024,Accessories,Cartier Wallet,Australia,52,59,60,4.1,15,114,Low,Low,9207.7
2024-05-26,May 2024,Accessories,Cartier Wallet,Australia,89,103,84,3.3,26,114,Low,Low,14744.75
2024-06-25,Jun 2024,Accessories,Cartier Wallet,Australia,255,273,270,4.0,90,44,Low,Low,24412.71
2024-07-25,Jul 2024,Accessories,Cartier Wallet,Australia,107,119,142,4.8,37,70,Low,Medium,25426.74
2024-08-24,Aug 2024,Accessories,Cartier Wallet,Australia,229,272,307,4.5,68,59,Low,Medium,21257.16
2024-09-23,Sep 2024,Accessories,Cartier Wallet,Australia,102,118,95,3.2,30,82,Low,Low,25834.17
2024-10-23,Oct 2024,Accessories,Cartier Wallet,Australia,231,280,301,4.3,69,31,Low,Medium,9026.67
2024-11-22,Nov 2024,Accessories,Cartier Wallet,Australia,40,40,34,3.4,12,111,Low,Low,4410.57
2023-07-01,Jul 2023,Accessories,Cartier Wallet,Singapore,45,51,54,4.2,15,22,Low,Low,4452.43
2023-07-31,Jul 2023,Accessories,Cartier Wallet,Singapore,90,76,99,5.2,31,103,Low,Low,19704.95
2023-08-30,Aug 2023,Accessories,Cartier Wallet,Singapore,64,72,77,4.3,19,63,Low,Medium,14941.27
2023-09-29,Sep 2023,Accessories,Cartier Wallet,Singapore,280,288,242,3.4,84,87,Low,Low,23800.9
2023-10-29,Oct 2023,Accessories,Cartier Wallet,Singapore,344,382,320,3.4,103,44,Low,Low,11943.48
2023-11-28,Nov 2023,Accessories,Cartier Wallet,Singapore,55,54,73,5.4,16,76,Low,Medium,3876.26
2023-12-28,Dec 2023,Accessories,Cartier Wallet,Singapore,274,255,300,4.7,63,62,Low,Low,8702.43
2024-01-27,Jan 2024,Accessories,Cartier Wallet,Singapore,336,303,415,5.5,72,95,Low,Medium,4369.51
2024-02-26,Feb 2024,Accessories,Cartier Wallet,Singapore,357,379,309,3.3,76,96,Low,Low,19491.77
2024-03-27,Mar 2024,Accessories,Cartier Wallet,Singapore,140,149,141,3.8,42,16,Low,Low,24667.65
2024-04-26,Apr 2024,Accessories,Cartier Wallet,Singapore,50,58,47,3.2,15,22,Low,Low,14339.05
2024-05-26,May 2024,Accessories,Cartier Wallet,Singapore,65,71,80,4.5,19,70,Low,Medium,8295.4
2024-06-25,Jun 2024,Accessories,Cartier Wallet,Singapore,113,130,91,2.8,39,98,Low,Low,6128.81
2024-07-25,Jul 2024,Accessories,Cartier Wallet,Singapore,297,340,379,4.5,105,43,Low,Medium,19015.27
2024-08-24,Aug 2024,Accessories,Cartier Wallet,Singapore,331,380,414,4.4,99,27,Low,Medium,28435.35
2024-09-23,Sep 2024,Accessories,Cartier Wallet,Singapore,229,187,204,4.4,68,51,Low,Low,8022.73
2024-10-23,Oct 2024,Accessories,Cartier Wallet,Singapore,321,347,375,4.3,96,49,Low,Low,12742.89
2024-11-22,Nov 2024,Accessories,Cartier Wallet,Singapore,276,305,342,4.5,82,74,Low,Medium,3231.92
2023-07-01,Jul 2023,Accessories,Cartier Wallet,Hong Kong,99,121,111,3.7,35,19,Low,Low,19182.3
2023-07-31,Jul 2023,Accessories,Cartier Wallet,Hong Kong,240,286,296,4.1,84,34,Low,Medium,2491.45
2023-08-30,Aug 2023,Accessories,Cartier Wallet,Hong Kong,159,182,196,4.3,47,106,Low,Medium,23662.87
2023-09-29,Sep 2023,Accessories,Cartier Wallet,Hong Kong,261,234,338,5.8,78,110,Low,Medium,28477.54
2023-10-29,Oct 2023,Accessories,Cartier Wallet,Hong Kong,56,58,58,4.0,16,71,Low,Low,21337.39
2023-11-28,Nov 2023,Accessories,Cartier Wallet,Hong Kong,177,199,227,4.6,53,61,Low,Medium,7790.4
2023-12-28,Dec 2023,Accessories,Cartier Wallet,Hong Kong,150,168,184,4.4,34,38,Low,Medium,27015.29
2024-01-27,Jan 2024,Accessories,Cartier Wallet,Hong Kong,348,356,314,3.5,74,49,Low,Low,14446.1
2024-02-26,Feb 2024,Accessories,Cartier Wallet,Hong Kong,471,476,456,3.8,101,72,Low,Low,3346.28
2024-03-27,Mar 2024,Accessories,Cartier Wallet,Hong Kong,119,102,137,5.4,35,100,Low,Low,24512.73
2024-04-26,Apr 2024,Accessories,Cartier Wallet,Hong Kong,267,325,265,3.3,80,99,Low,Low,16146.16
2024-05-26,May 2024,Accessories,Cartier Wallet,Hong Kong,58,57,54,3.8,17,54,Low,Low,11359.25
2024-06-25,Jun 2024,Accessories,Cartier Wallet,Hong Kong,143,145,168,4.6,50,39,Low,Low,19373.82
2024-07-25,Jul 2024,Accessories,Cartier Wallet,Hong Kong,232,278,236,3.4,82,15,Low,Low,15049.17
2024-08-24,Aug 2024,Accessories,Cartier Wallet,Hong Kong,156,168,193,4.6,46,50,Low,Medium,6265.86
2024-09-23,Sep 2024,Accessories,Cartier Wallet,Hong Kong,323,294,271,3.7,96,89,Low,Low,1858.68
2024-10-23,Oct 2024,Accessories,Cartier Wallet,Hong Kong,58,51,61,4.8,17,23,Low,Low,21145.84
2024-11-22,Nov 2024,Accessories,Cartier Wallet,Hong Kong,307,320,337,4.2,92,104,Low,Low,25535.73
2023-07-01,Jul 2023,Accessories,Cartier Wallet,Thailand,116,125,152,4.9,41,77,Low,Medium,21313.45
2023-07-31,Jul 2023,Accessories,Cartier Wallet,Thailand,157,182,189,4.2,55,47,Low,Medium,22994.42
2023-08-30,Aug 2023,Accessories,Cartier Wallet,Thailand,311,358,280,3.1,93,92,Low,Low,22457.18
2023-09-29,Sep 2023,Accessories,Cartier Wallet,Thailand,98,88,87,4.0,29,38,Low,Low,10809.86
2023-10-29,Oct 2023,Accessories,Cartier Wallet,Thailand,252,223,226,4.1,75,48,Low,Low,2237.13
2023-11-28,Nov 2023,Accessories,Cartier Wallet,Thailand,165,150,143,3.8,49,71,Low,Low,20866.5
2023-12-28,Dec 2023,Accessories,Cartier Wallet,Thailand,204,231,160,2.8,47,120,Medium,Low,27235.83
2024-01-27,Jan 2024,Accessories,Cartier Wallet,Thailand,474,500,498,4.0,101,50,Low,Low,28692.81
2024-02-26,Feb 2024,Accessories,Cartier Wallet,Thailand,295,282,293,4.2,63,49,Low,Low,12995.98
2024-03-27,Mar 2024,Accessories,Cartier Wallet,Thailand,141,115,126,4.4,42,51,Low,Low,14701.47
2024-04-26,Apr 2024,Accessories,Cartier Wallet,Thailand,285,265,237,3.6,85,94,Low,Low,2778.3
2024-05-26,May 2024,Accessories,Cartier Wallet,Thailand,95,102,122,4.8,28,48,Low,Medium,14123.12
2024-06-25,Jun 2024,Accessories,Cartier Wallet,Thailand,232,266,253,3.8,81,44,Low,Low,16043.85
2024-07-25,Jul 2024,Accessories,Cartier Wallet,Thailand,51,46,38,3.3,18,72,Medium,Low,13750.61
2024-08-24,Aug 2024,Accessories,Cartier Wallet,Thailand,95,107,105,3.9,28,73,Low,Low,2108.34
2024-09-23,Sep 2024,Accessories,Cartier Wallet,Thailand,269,227,283,5.0,80,107,Low,Low,6438.92
2024-10-23,Oct 2024,Accessories,Cartier Wallet,Thailand,256,299,219,2.9,76,54,Low,Low,11973.34
2024-11-22,Nov 2024,Accessories,Cartier Wallet,Thailand,328,299,271,3.6,98,23,Low,Low,4831.05
2023-07-01,Jul 2023,Accessories,Cartier Wallet,India,255,274,330,4.8,90,22,Low,Medium,17314.17
2023-07-31,Jul 2023,Accessories,Cartier Wallet,India,39,32,46,5.8,14,55,Low,Low,29546.72
2023-08-30,Aug 2023,Accessories,Cartier Wallet,India,85,89,101,4.5,25,98,Low,Low,19651.03
2023-09-29,Sep 2023,Accessories,Cartier Wallet,India,239,296,189,2.6,71,18,Medium,Low,29195.08
2023-10-29,Oct 2023,Accessories,Cartier Wallet,India,44,39,46,4.7,13,50,Low,Low,17746.69
2023-11-28,Nov 2023,Accessories,Cartier Wallet,India,61,69,62,3.6,18,93,Low,Low,18117.75
2023-12-28,Dec 2023,Accessories,Cartier Wallet,India,287,275,364,5.3,66,89,Low,Medium,20489.56
2024-01-27,Jan 2024,Accessories,Cartier Wallet,India,176,176,163,3.7,37,98,Low,Low,25414.42
2024-02-26,Feb 2024,Accessories,Cartier Wallet,India,324,305,354,4.6,69,86,Low,Low,3728.42
2024-03-27,Mar 2024,Accessories,Cartier Wallet,India,133,112,114,4.1,39,31,Low,Low,14398.25
2024-04-26,Apr 2024,Accessories,Cartier Wallet,India,111,98,133,5.4,33,81,Low,Low,28604.53
2024-05-26,May 2024,Accessories,Cartier Wallet,India,234,207,313,6.0,70,120,Low,Medium,6900.26
2024-06-25,Jun 2024,Accessories,Cartier Wallet,India,254,206,245,4.8,89,52,Low,Low,19849.41
2024-07-25,Jul 2024,Accessories,Cartier Wallet,India,170,207,182,3.5,60,60,Low,Low,10354.23
2024-08-24,Aug 2024,Accessories,Cartier Wallet,India,142,143,173,4.8,42,25,Low,Medium,10333.4
2024-09-23,Sep 2024,Accessories,Cartier Wallet,India,70,70,76,4.3,21,91,Low,Low,17135.57
2024-10-23,Oct 2024,Accessories,Cartier Wallet,India,127,129,168,5.2,38,24,Low,Medium,4640.91
2024-11-22,Nov 2024,Accessories,Cartier Wallet,India,262,249,202,3.2,78,61,Medium,Low,23254.33
2023-07-01,Jul 2023,Accessories,Love Bracelet Classic,China,36,35,43,4.9,12,115,Low,Low,11389.08
2023-07-31,Jul 2023,Accessories,Love Bracelet Classic,China,55,47,41,3.5,19,50,Medium,Low,6052.09
2023-08-30,Aug 2023,Accessories,Love Bracelet Classic,China,173,179,231,5.2,51,51,Low,Medium,15780.52
2023-09-29,Sep 2023,Accessories,Love Bracelet Classic,China,142,144,131,3.6,42,16,Low,Low,17477.58
2023-10-29,Oct 2023,Accessories,Love Bracelet Classic,China,51,61,59,3.9,15,101,Low,Low,24969.34
2023-11-28,Nov 2023,Accessories,Love Bracelet Classic,China,73,63,81,5.1,21,49,Low,Low,20347.86
2023-12-28,Dec 2023,Accessories,Love Bracelet Classic,China,65,69,77,4.5,15,31,Low,Low,2268.46
2024-01-27,Jan 2024,Accessories,Love Bracelet Classic,China,299,324,312,3.9,64,96,Low,Low,21505.84
2024-02-26,Feb 2024,Accessories,Love Bracelet Classic,China,152,157,168,4.3,32,72,Low,Low,17996.15
2024-03-27,Mar 2024,Accessories,Love Bracelet Classic,China,168,147,151,4.1,50,16,Low,Low,15532.96
2024-04-26,Apr 2024,Accessories,Love Bracelet Classic,China,44,44,34,3.1,13,73,Medium,Low,15118.45
2024-05-26,May 2024,Accessories,Love Bracelet Classic,China,56,61,75,4.9,16,94,Low,Medium,24444.92
2024-06-25,Jun 2024,Accessories,Love Bracelet Classic,China,86,86,86,4.0,30,53,Low,Low,22204.0
2024-07-25,Jul 2024,Accessories,Love Bracelet Classic,China,277,236,212,3.6,97,40,Medium,Low,17637.26
2024-08-24,Aug 2024,Accessories,Love Bracelet Classic,China,102,115,117,4.1,30,70,Low,Low,13068.63
2024-09-23,Sep 2024,Accessories,Love Bracelet Classic,China,187,196,202,4.1,56,56,Low,Low,26686.85
2024-10-23,Oct 2024,Accessories,Love Bracelet Classic,China,123,149,134,3.6,36,17,Low,Low,10250.87
2024-11-22,Nov 2024,Accessories,Love Bracelet Classic,China,306,321,337,4.2,91,66,Low,Low,1988.3
2023-07-01,Jul 2023,Accessories,Love Bracelet Classic,Japan,102,118,110,3.7,36,43,Low,Low,25788.71
2023-07-31,Jul 2023,Accessories,Love Bracelet Classic,Japan,106,102,104,4.1,37,115,Low,Low,29290.24
2023-08-30,Aug 2023,Accessories,Love Bracelet Classic,Japan,255,220,244,4.4,76,119,Low,Low,8453.13
2023-09-29,Sep 2023,Accessories,Love Bracelet Classic,Japan,282,341,330,3.9,84,115,Low,Low,19872.55
2023-10-29,Oct 2023,Accessories,Love Bracelet Classic,Japan,269,253,329,5.2,80,81,Low,Medium,8030.35
2023-11-28,Nov 2023,Accessories,Love Bracelet Classic,Japan,169,149,185,5.0,50,17,Low,Low,29912.55
2023-12-28,Dec 2023,Accessories,Love Bracelet Classic,Japan,218,186,226,4.9,50,30,Low,Low,21167.89
2024-01-27,Jan 2024,Accessories,Love Bracelet Classic,Japan,189,216,168,3.1,40,109,Low,Low,14405.38
2024-02-26,Feb 2024,Accessories,Love Bracelet Classic,Japan,219,237,249,4.2,47,31,Low,Low,16471.0
2024-03-27,Mar 2024,Accessories,Love Bracelet Classic,Japan,70,87,83,3.8,21,17,Low,Low,3149.93
2024-04-26,Apr 2024,Accessories,Love Bracelet Classic,Japan,256,208,320,6.2,76,50,Low,Medium,4613.46
2024-05-26,May 2024,Accessories,Love Bracelet Classic,Japan,338,342,383,4.5,101,57,Low,Low,6861.65
2024-06-25,Jun 2024,Accessories,Love Bracelet Classic,Japan,204,224,212,3.8,72,40,Low,Low,27838.75
2024-07-25,Jul 2024,Accessories,Love Bracelet Classic,Japan,84,87,98,4.5,29,98,Low,Low,14932.29
2024-08-24,Aug 2024,Accessories,Love Bracelet Classic,Japan,49,54,43,3.2,14,91,Low,Low,4058.41
2024-09-23,Sep 2024,Accessories,Love Bracelet Classic,Japan,148,168,168,4.0,44,69,Low,Low,18675.02
2024-10-23,Oct 2024,Accessories,Love Bracelet Classic,Japan,307,324,329,4.1,92,74,Low,Low,10033.17
2024-11-22,Nov 2024,Accessories,Love Bracelet Classic,Japan,270,293,282,3.8,81,15,Low,Low,26839.42
2023-07-01,Jul 2023,Accessories,Love Bracelet Classic,South Korea,108,97,106,4.4,38,34,Low,Low,17502.59
2023-07-31,Jul 2023,Accessories,Love Bracelet Classic,South Korea,204,208,232,4.5,72,45,Low,Low,28461.23
2023-08-30,Aug 2023,Accessories,Love Bracelet Classic,South Korea,76,93,87,3.7,22,68,Low,Low,20192.93
2023-09-29,Sep 2023,Accessories,Love Bracelet Classic,South Korea,261,261,262,4.0,78,80,Low,Low,18521.35
2023-10-29,Oct 2023,Accessories,Love Bracelet Classic,South Korea,153,163,121,3.0,45,24,Medium,Low,16952.6
2023-11-28,Nov 2023,Accessories,Love Bracelet Classic,South Korea,231,263,212,3.2,69,76,Low,Low,26309.42
2023-12-28,Dec 2023,Accessories,Love Bracelet Classic,South Korea,382,388,347,3.6,88,51,Low,Low,18629.28
2024-01-27,Jan 2024,Accessories,Love Bracelet Classic,South Korea,186,160,180,4.5,39,44,Low,Low,26877.88
2024-02-26,Feb 2024,Accessories,Love Bracelet Classic,South Korea,197,219,237,4.3,42,65,Low,Medium,5801.64
2024-03-27,Mar 2024,Accessories,Love Bracelet Classic,South Korea,276,268,274,4.1,82,91,Low,Low,8412.27
2024-04-26,Apr 2024,Accessories,Love Bracelet Classic,South Korea,296,259,346,5.3,88,26,Low,Low,28295.14
2024-05-26,May 2024,Accessories,Love Bracelet Classic,South Korea,153,186,134,2.9,45,47,Low,Low,28335.92
2024-06-25,Jun 2024,Accessories,Love Bracelet Classic,South Korea,114,104,135,5.2,40,88,Low,Low,3134.91
2024-07-25,Jul 2024,Accessories,Love Bracelet Classic,South Korea,95,108,104,3.9,33,34,Low,Low,13163.76
2024-08-24,Aug 2024,Accessories,Love Bracelet Classic,South Korea,327,262,267,4.1,98,16,Low,Low,25638.25
2024-09-23,Sep 2024,Accessories,Love Bracelet Classic,South Korea,311,250,344,5.5,93,95,Low,Low,14423.95
2024-10-23,Oct 2024,Accessories,Love Bracelet Classic,South Korea,239,225,287,5.1,71,65,Low,Medium,22576.35
2024-11-22,Nov 2024,Accessories,Love Bracelet Classic,South Korea,139,132,161,4.9,41,72,Low,Low,25210.95
2023-07-01,Jul 2023,Accessories,Love Bracelet Classic,Australia,232,228,222,3.9,82,18,Low,Low,6401.28
2023-07-31,Jul 2023,Accessories,Love Bracelet Classic,Australia,91,75,116,6.2,32,101,Low,Medium,9857.16
2023-08-30,Aug 2023,Accessories,Love Bracelet Classic,Australia,46,44,61,5.5,13,87,Low,Medium,13771.99
2023-09-29,Sep 2023,Accessories,Love Bracelet Classic,Australia,218,242,202,3.3,65,112,Low,Low,9943.9
2023-10-29,Oct 2023,Accessories,Love Bracelet Classic,Australia,234,211,274,5.2,70,86,Low,Low,12466.72
2023-11-28,Nov 2023,Accessories,Love Bracelet Classic,Australia,321,274,426,6.2,96,14,Low,Medium,25422.58
2023-12-28,Dec 2023,Accessories,Love Bracelet Classic,Australia,382,388,451,4.6,88,114,Low,Low,8698.7
2024-01-27,Jan 2024,Accessories,Love Bracelet Classic,Australia,77,88,100,4.5,16,90,Low,Medium,6249.08
2024-02-26,Feb 2024,Accessories,Love Bracelet Classic,Australia,144,137,140,4.1,30,57,Low,Low,29159.27
2024-03-27,Mar 2024,Accessories,Love Bracelet Classic,Australia,112,123,92,3.0,33,38,Low,Low,13049.94
2024-04-26,Apr 2024,Accessories,Love Bracelet Classic,Australia,45,44,46,4.2,13,91,Low,Low,7734.81
2024-05-26,May 2024,Accessories,Love Bracelet Classic,Australia,338,390,264,2.7,101,94,Medium,Low,28548.77
2024-06-25,Jun 2024,Accessories,Love Bracelet Classic,Australia,102,90,117,5.2,36,27,Low,Low,9030.42
2024-07-25,Jul 2024,Accessories,Love Bracelet Classic,Australia,48,53,53,4.0,17,81,Low,Low,29241.28
2024-08-24,Aug 2024,Accessories,Love Bracelet Classic,Australia,76,61,98,6.4,22,23,Low,Medium,23323.01
2024-09-23,Sep 2024,Accessories,Love Bracelet Classic,Australia,289,344,311,3.6,86,36,Low,Low,20787.48
2024-10-23,Oct 2024,Accessories,Love Bracelet Classic,Australia,198,195,162,3.3,59,57,Low,Low,16646.23
2024-11-22,Nov 2024,Accessories,Love Bracelet Classic,Australia,284,292,264,3.6,85,14,Low,Low,16301.91
2023-07-01,Jul 2023,Accessories,Love Bracelet Classic,Singapore,95,83,72,3.5,33,75,Medium,Low,13558.73
2023-07-31,Jul 2023,Accessories,Love Bracelet Classic,Singapore,198,213,194,3.6,69,62,Low,Low,9754.93
2023-08-30,Aug 2023,Accessories,Love Bracelet Classic,Singapore,142,128,116,3.6,42,117,Low,Low,14010.45
2023-09-29,Sep 2023,Accessories,Love Bracelet Classic,Singapore,264,214,228,4.3,79,19,Low,Low,14885.1
2023-10-29,Oct 2023,Accessories,Love Bracelet Classic,Singapore,228,206,227,4.4,68,24,Low,Low,9197.6
2023-11-28,Nov 2023,Accessories,Love Bracelet Classic,Singapore,286,290,357,4.9,85,82,Low,Medium,17238.37
2023-12-28,Dec 2023,Accessories,Love Bracelet Classic,Singapore,89,84,114,5.4,20,23,Low,Medium,5902.74
2024-01-27,Jan 2024,Accessories,Love Bracelet Classic,Singapore,312,293,373,5.1,66,77,Low,Low,26300.02
2024-02-26,Feb 2024,Accessories,Love Bracelet Classic,Singapore,396,438,406,3.7,84,118,Low,Low,29103.86
2024-03-27,Mar 2024,Accessories,Love Bracelet Classic,Singapore,49,39,44,4.5,14,29,Low,Low,12668.79
2024-04-26,Apr 2024,Accessories,Love Bracelet Classic,Singapore,58,46,50,4.3,17,27,Low,Low,12087.17
2024-05-26,May 2024,Accessories,Love Bracelet Classic,Singapore,110,136,83,2.4,33,117,Medium,Low,22215.85
2024-06-25,Jun 2024,Accessories,Love Bracelet Classic,Singapore,265,234,287,4.9,93,98,Low,Low,24314.52
2024-07-25,Jul 2024,Accessories,Love Bracelet Classic,Singapore,94,109,116,4.3,33,47,Low,Medium,8991.31
2024-08-24,Aug 2024,Accessories,Love Bracelet Classic,Singapore,54,55,45,3.3,16,35,Low,Low,20384.48
2024-09-23,Sep 2024,Accessories,Love Bracelet Classic,Singapore,141,143,165,4.6,42,58,Low,Low,7097.38
2024-10-23,Oct 2024,Accessories,Love Bracelet Classic,Singapore,207,177,188,4.2,62,91,Low,Low,11385.2
2024-11-22,Nov 2024,Accessories,Love Bracelet Classic,Singapore,245,206,279,5.4,73,36,Low,Low,14692.5
2023-07-01,Jul 2023,Accessories,Love Bracelet Classic,Hong Kong,192,197,227,4.6,68,86,Low,Low,12453.91
2023-07-31,Jul 2023,Accessories,Love Bracelet Classic,Hong Kong,236,229,250,4.4,83,18,Low,Low,22323.44
2023-08-30,Aug 2023,Accessories,Love Bracelet Classic,Hong Kong,248,237,203,3.4,74,62,Low,Low,25844.4
2023-09-29,Sep 2023,Accessories,Love Bracelet Classic,Hong Kong,195,204,241,4.7,58,109,Low,Medium,9164.99
2023-10-29,Oct 2023,Accessories,Love Bracelet Classic,Hong Kong,103,97,84,3.5,30,25,Low,Low,15911.39
2023-11-28,Nov 2023,Accessories,Love Bracelet Classic,Hong Kong,232,198,174,3.5,69,32,Medium,Low,24617.53
2023-12-28,Dec 2023,Accessories,Love Bracelet Classic,Hong Kong,210,222,281,5.1,48,95,Low,Medium,15080.66
2024-01-27,Jan 2024,Accessories,Love Bracelet Classic,Hong Kong,436,416,425,4.1,93,36,Low,Low,22200.1
2024-02-26,Feb 2024,Accessories,Love Bracelet Classic,Hong Kong,441,440,587,5.3,94,16,Low,Medium,13935.05
2024-03-27,Mar 2024,Accessories,Love Bracelet Classic,Hong Kong,243,234,182,3.1,72,93,Medium,Low,3794.7
2024-04-26,Apr 2024,Accessories,Love Bracelet Classic,Hong Kong,125,154,100,2.6,37,104,Low,Low,16853.23
2024-05-26,May 2024,Accessories,Love Bracelet Classic,Hong Kong,263,303,299,3.9,78,92,Low,Low,8268.76
2024-06-25,Jun 2024,Accessories,Love Bracelet Classic,Hong Kong,118,120,153,5.1,41,65,Low,Medium,21336.64
2024-07-25,Jul 2024,Accessories,Love Bracelet Classic,Hong Kong,68,60,53,3.5,24,112,Medium,Low,6349.08
2024-08-24,Aug 2024,Accessories,Love Bracelet Classic,Hong Kong,277,243,273,4.5,83,22,Low,Low,15422.57
2024-09-23,Sep 2024,Accessories,Love Bracelet Classic,Hong Kong,88,109,96,3.5,26,98,Low,Low,14331.35
2024-10-23,Oct 2024,Accessories,Love Bracelet Classic,Hong Kong,350,364,313,3.4,105,51,Low,Low,13941.54
2024-11-22,Nov 2024,Accessories,Love Bracelet Classic,Hong Kong,236,203,198,3.9,70,107,Low,Low,18400.02
2023-07-01,Jul 2023,Accessories,Love Bracelet Classic,Thailand,197,209,250,4.8,69,71,Low,Medium,9400.87
2023-07-31,Jul 2023,Accessories,Love Bracelet Classic,Thailand,122,125,137,4.4,43,24,Low,Low,6470.31
2023-08-30,Aug 2023,Accessories,Love Bracelet Classic,Thailand,134,145,104,2.9,40,113,Medium,Low,25080.69
